Mod:Item:MetaData, Localized Name
HardcoreEnderExpansion:end_powder_ore, End Powder Ore
HardcoreEnderExpansion:void_chest, Void Saving Chest
HardcoreEnderExpansion:end_stone_terrain:0, Infested End Stone
HardcoreEnderExpansion:end_stone_terrain:1, Burned End Stone
HardcoreEnderExpansion:end_stone_terrain:2, Enchanted End Stone
HardcoreEnderExpansion:laboratory_stairs, Laboratory Stairs
HardcoreEnderExpansion:death_flower_pot, Flower Pot
HardcoreEnderExpansion:obsidian_stairs, Obsidian Stairs
HardcoreEnderExpansion:stardust_ore, Stardust Ore
HardcoreEnderExpansion:death_flower:0, Death Flower
HardcoreEnderExpansion:death_flower:15, Death Flower
HardcoreEnderExpansion:decomposition_table, Decomposition Table
HardcoreEnderExpansion:laboratory_obsidian, Laboratory Obsidian
HardcoreEnderExpansion:corrupted_energy_high, tile.null.name
HardcoreEnderExpansion:ravaged_brick_glow, Glowing Ravaged Brick
HardcoreEnderExpansion:dungeon_puzzle:13, Dungeon Puzzle (Wall)
HardcoreEnderExpansion:dungeon_puzzle:14, Dungeon Puzzle (Rock)
HardcoreEnderExpansion:dungeon_puzzle:15, Dungeon Puzzle (Ceiling)
HardcoreEnderExpansion:dungeon_puzzle:12, Dungeon Puzzle (Disabled)
HardcoreEnderExpansion:dungeon_puzzle:0, Dungeon Puzzle (Triggerable - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:1, Dungeon Puzzle (Triggerable - Lit)
HardcoreEnderExpansion:dungeon_puzzle:2, Dungeon Puzzle (Non-triggerable - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:3, Dungeon Puzzle (Non-triggerable - Lit)
HardcoreEnderExpansion:dungeon_puzzle:4, Dungeon Puzzle (Distributor - Spread - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:5, Dungeon Puzzle (Distributor - Spread - Lit)
HardcoreEnderExpansion:dungeon_puzzle:6, Dungeon Puzzle (Distributor - Square - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:7, Dungeon Puzzle (Distributor - Square - Lit)
HardcoreEnderExpansion:laboratory_floor, Laboratory Floor
HardcoreEnderExpansion:custom_spawner, Spawner
HardcoreEnderExpansion:cinder, Cinder
HardcoreEnderExpansion:spooky_leaves, Spooky Leaves
HardcoreEnderExpansion:igneous_rock_ore, Igneous Rock Ore
HardcoreEnderExpansion:enderman_head_block, Enderman Head
HardcoreEnderExpansion:obsidian_end, Falling Obsidian
HardcoreEnderExpansion:endium_ore, Endium Ore
HardcoreEnderExpansion:crossed_decoration:2, Thorny Bush
HardcoreEnderExpansion:crossed_decoration:3, Infested Bush
HardcoreEnderExpansion:crossed_decoration:4, Infested Fern
HardcoreEnderExpansion:crossed_decoration:5, Infested Grass
HardcoreEnderExpansion:crossed_decoration:6, Lilyfire
HardcoreEnderExpansion:crossed_decoration:7, Tall Violet Moss
HardcoreEnderExpansion:crossed_decoration:8, Moderate Violet Moss
HardcoreEnderExpansion:crossed_decoration:9, Short Violet Moss
HardcoreEnderExpansion:crossed_decoration:10, Flameweed
HardcoreEnderExpansion:crossed_decoration:11, Flameweed
HardcoreEnderExpansion:crossed_decoration:12, Flameweed
HardcoreEnderExpansion:crossed_decoration:13, Shadow Orchid
HardcoreEnderExpansion:obsidian_special:0, Smooth Obsidian
HardcoreEnderExpansion:obsidian_special:1, Chiseled Obsidian
HardcoreEnderExpansion:obsidian_special:2, Obsidian Pillar
HardcoreEnderExpansion:block_special_effects:1, specialEffects.1.name
HardcoreEnderExpansion:block_special_effects:2, specialEffects.2.name
HardcoreEnderExpansion:block_special_effects:3, specialEffects.3.name
HardcoreEnderExpansion:block_special_effects:4, specialEffects.4.name
HardcoreEnderExpansion:block_special_effects:5, specialEffects.5.name
HardcoreEnderExpansion:experience_table, Experience Table
HardcoreEnderExpansion:ravaged_brick:0, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:1, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:2, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:3, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:4, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:5, Ravaged Brick
HardcoreEnderExpansion:sphalerite:0, Sphalerite
HardcoreEnderExpansion:sphalerite:1, Sphalerite with Stardust
HardcoreEnderExpansion:ravaged_brick_fence, Ravaged Brick Fence
HardcoreEnderExpansion:biome_core, Biome Island Core
HardcoreEnderExpansion:essence_altar:0, Basic Essence Altar
HardcoreEnderExpansion:essence_altar:1, Dragon Essence Altar
HardcoreEnderExpansion:essence_altar:2, Fiery Essence Altar
HardcoreEnderExpansion:essence_altar:3, Spectral Essence Altar
HardcoreEnderExpansion:obsidian_special_glow:0, Smooth Glowing Obsidian
HardcoreEnderExpansion:obsidian_special_glow:1, Chiseled Glowing Obsidian
HardcoreEnderExpansion:obsidian_special_glow:2, Glowing Obsidian Pillar
HardcoreEnderExpansion:ravaged_brick_slab:0, Ravaged Brick Slab
HardcoreEnderExpansion:persegrit:0, Persegrit
HardcoreEnderExpansion:persegrit:1, Persegrit
HardcoreEnderExpansion:persegrit:2, Persegrit
HardcoreEnderExpansion:persegrit:3, Persegrit
HardcoreEnderExpansion:persegrit:4, Persegrit
HardcoreEnderExpansion:persegrit:5, Persegrit
HardcoreEnderExpansion:persegrit:6, Persegrit
HardcoreEnderExpansion:persegrit:7, Persegrit
HardcoreEnderExpansion:persegrit:8, Persegrit
HardcoreEnderExpansion:persegrit:9, Persegrit
HardcoreEnderExpansion:persegrit:10, Persegrit
HardcoreEnderExpansion:persegrit:11, Persegrit
HardcoreEnderExpansion:persegrit:12, Persegrit
HardcoreEnderExpansion:persegrit:13, Persegrit
HardcoreEnderExpansion:persegrit:14, Persegrit
HardcoreEnderExpansion:persegrit:15, Persegrit
HardcoreEnderExpansion:endium_block, Endium Block
HardcoreEnderExpansion:corrupted_energy_low, tile.null.name
HardcoreEnderExpansion:transport_beacon, Transport Beacon
HardcoreEnderExpansion:energy_extraction_table, Extraction Table
HardcoreEnderExpansion:laboratory_glass, Laboratory Glass
HardcoreEnderExpansion:spooky_log, Spooky Log
HardcoreEnderExpansion:energy_cluster, Energy Cluster
HardcoreEnderExpansion:enhanced_brewing_stand_block, Enhanced Brewing Stand
HardcoreEnderExpansion:ender_goo, Ender Goo
HardcoreEnderExpansion:temple_end_portal, End Portal
HardcoreEnderExpansion:ravaged_brick_smooth, Smooth Ravaged Brick
HardcoreEnderExpansion:ravaged_brick_stairs, Ravaged Brick Stairs
HardcoreEnderExpansion:accumulation_table, Accumulation Table
HardcoreEnderExpansion:laser_beam, Laser Beam
HardcoreEnderExpansion:instability_orb_ore, Instability Orb Ore
etfuturum:crying_obsidian, Crying Obsidian
etfuturum:daylight_detector_inverted, Inverted Daylight Detector
etfuturum:red_sandstone:0, Red Sandstone
etfuturum:red_sandstone:1, Chiseled Red Sandstone
etfuturum:red_sandstone:2, Cut Red Sandstone
etfuturum:brown_mushroom, Mushroom
etfuturum:red_mushroom, Mushroom
etfuturum:coarse_dirt, Coarse Dirt
etfuturum:banner:0, White Banner
etfuturum:banner:1, Orange Banner
etfuturum:banner:2, Magenta Banner
etfuturum:banner:3, Light Blue Banner
etfuturum:banner:4, Yellow Banner
etfuturum:banner:5, Lime Banner
etfuturum:banner:6, Pink Banner
etfuturum:banner:7, Gray Banner
etfuturum:banner:8, Light Gray Banner
etfuturum:banner:9, Cyan Banner
etfuturum:banner:10, Purple Banner
etfuturum:banner:11, Blue Banner
etfuturum:banner:12, Brown Banner
etfuturum:banner:13, Green Banner
etfuturum:banner:14, Red Banner
etfuturum:banner:15, Black Banner
etfuturum:slime, Slime Block
etfuturum:beetroots, Beetroots
etfuturum:purpur_block, Purpur Block
etfuturum:purpur_pillar, Purpur Pillar
etfuturum:end_bricks, End Stone Bricks
etfuturum:grass_path, Grass Path
etfuturum:end_rod, End Rod
etfuturum:chorus_plant, Chorus Plant
etfuturum:chorus_flower, Chorus Flower
etfuturum:red_netherbrick:0, Red Nether Bricks
etfuturum:red_netherbrick:1, Cracked Nether Bricks
etfuturum:red_netherbrick:2, Chiseled Nether Bricks
etfuturum:nether_wart, Nether Wart Block
etfuturum:ancient_debris, Ancient Debris
etfuturum:netherite_block, Block of Netherite
etfuturum:barrier, Barrier
etfuturum:nether_gold_ore, Nether Gold Ore
etfuturum:blue_ice, Blue Ice
etfuturum:smooth_stone, Smooth Stone
etfuturum:log_stripped:0, Stripped Oak Log
etfuturum:log_stripped:1, Stripped Spruce Log
etfuturum:log_stripped:2, Stripped Birch Log
etfuturum:log_stripped:3, Stripped Jungle Log
etfuturum:log2_stripped:0, Stripped Acacia Log
etfuturum:log2_stripped:1, Stripped Dark Oak Log
etfuturum:bark:0, Oak Wood
etfuturum:bark:1, Spruce Wood
etfuturum:bark:2, Birch Wood
etfuturum:bark:3, Jungle Wood
etfuturum:bark2:0, Acacia Wood
etfuturum:bark2:1, Dark Oak Wood
etfuturum:wood_stripped:0, Stripped Oak Wood
etfuturum:wood_stripped:1, Stripped Spruce Wood
etfuturum:wood_stripped:2, Stripped Birch Wood
etfuturum:wood_stripped:3, Stripped Jungle Wood
etfuturum:wood2_stripped:0, Stripped Acacia Wood
etfuturum:wood2_stripped:1, Stripped Dark Oak Wood
etfuturum:copper_ore, Copper Ore
etfuturum:deepslate_copper_ore, Deepslate Copper Ore
etfuturum:cornflower, Cornflower
etfuturum:lily_of_the_valley, Lily of the Valley
etfuturum:wither_rose, Wither Rose
etfuturum:copper_block:0, Block of Copper
etfuturum:copper_block:1, Exposed Copper
etfuturum:copper_block:2, Weathered Copper
etfuturum:copper_block:3, Oxidized Copper
etfuturum:copper_block:4, Cut Copper
etfuturum:copper_block:5, Exposed Cut Copper
etfuturum:copper_block:6, Weathered Cut Copper
etfuturum:copper_block:7, Oxidized Cut Copper
etfuturum:copper_block:8, Waxed Block of Copper
etfuturum:copper_block:9, Waxed Exposed Copper
etfuturum:copper_block:10, Waxed Weathered Copper
etfuturum:copper_block:11, Waxed Oxidized Copper
etfuturum:copper_block:12, Waxed Cut Copper
etfuturum:copper_block:13, Waxed Exposed Cut Copper
etfuturum:copper_block:14, Waxed Weathered Cut Copper
etfuturum:copper_block:15, Waxed Oxidized Cut Copper
etfuturum:deepslate, Deepslate
etfuturum:cobbled_deepslate, Cobbled Deepslate
etfuturum:polished_deepslate, Polished Deepslate
etfuturum:deepslate_bricks:0, Deepslate Bricks
etfuturum:deepslate_bricks:1, Cracked Deepslate Bricks
etfuturum:deepslate_bricks:2, Deepslate Tiles
etfuturum:deepslate_bricks:3, Cracked Deepslate Tiles
etfuturum:deepslate_bricks:4, Chiseled Deepslate
etfuturum:tuff, Tuff
etfuturum:smooth_basalt, Smooth Basalt
etfuturum:calcite, Calcite
etfuturum:amethyst_block, Amethyst Block
etfuturum:budding_amethyst, Budding Amethyst
etfuturum:amethyst_cluster_1:0, Small Amethyst Bud
etfuturum:amethyst_cluster_1:6, Medium Amethyst Bud
etfuturum:amethyst_cluster_2:0, Large Amethyst Bud
etfuturum:amethyst_cluster_2:6, Amethyst Cluster
etfuturum:tinted_glass, Tinted Glass
etfuturum:stone_wall:0, Stone Brick Wall
etfuturum:stone_wall:1, Mossy Stone Brick Wall
etfuturum:stone_wall:2, Sandstone Wall
etfuturum:stone_wall:3, Brick Wall
etfuturum:nether_brick_wall, Nether Brick Wall
etfuturum:red_sandstone_wall, Red Sandstone Wall
etfuturum:red_nether_brick_wall, Red Nether Brick Wall
etfuturum:end_brick_wall, End Stone Brick Wall
etfuturum:deepslate_wall:0, Cobbled Deepslate Wall
etfuturum:deepslate_wall:1, Polished Deepslate Wall
etfuturum:deepslate_brick_wall:0, Deepslate Brick Wall
etfuturum:deepslate_brick_wall:1, Deepslate Tile Wall
etfuturum:deepslate_coal_ore, Deepslate Coal Ore
etfuturum:deepslate_iron_ore, Deepslate Iron Ore
etfuturum:deepslate_gold_ore, Deepslate Gold Ore
etfuturum:deepslate_redstone_ore, Deepslate Redstone Ore
etfuturum:deepslate_lit_redstone_ore, Deepslate Redstone Ore
etfuturum:deepslate_lapis_ore, Deepslate Lapis Lazuli Ore
etfuturum:deepslate_diamond_ore, Deepslate Diamond Ore
etfuturum:deepslate_emerald_ore, Deepslate Emerald Ore
etfuturum:brewing_stand, Brewing Stand
etfuturum:beacon, Beacon
etfuturum:enchantment_table, Enchantment Table
etfuturum:anvil:0, Anvil
etfuturum:anvil:1, Slightly Damaged Anvil
etfuturum:anvil:2, Very Damaged Anvil
etfuturum:frosted_ice, Frosted Ice
etfuturum:red_sandstone_stairs, Red Sandstone Stairs
etfuturum:purpur_stairs, Purpur Stairs
etfuturum:red_sandstone_slab:0, Red Sandstone Slab
etfuturum:red_sandstone_slab:1, Cut Red Sandstone Slab
etfuturum:purpur_slab:0, Purpur Slab
etfuturum:stone_slab:0, Stone Slab
etfuturum:stone_slab:1, Mossy Cobblestone Slab
etfuturum:stone_slab:2, Mossy Stone Brick Slab
etfuturum:stone_slab:3, Cut Sandstone Slab
etfuturum:red_netherbrick_stairs, Red Nether Brick stairs
etfuturum:mossy_stone_brick_stairs, Mossy Stone Brick Stairs
etfuturum:mossy_cobblestone_stairs, Mossy Cobblestone Stairs
etfuturum:stone_stairs, Stone Stairs
etfuturum:end_brick_stairs, End Stone Brick Stairs
etfuturum:red_netherbrick_slab:0, Red Nether Brick Slab
etfuturum:end_brick_slab:0, End Stone Brick Slab
etfuturum:cut_copper_slab:0, Cut Copper Slab
etfuturum:cut_copper_slab:1, Exposed Cut Copper Slab
etfuturum:cut_copper_slab:2, Weathered Cut Copper Slab
etfuturum:cut_copper_slab:3, Oxidized Cut Copper Slab
etfuturum:cut_copper_slab:4, Waxed Cut Copper Slab
etfuturum:cut_copper_slab:5, Waxed Exposed Cut Copper Slab
etfuturum:cut_copper_slab:6, Waxed Weathered Cut Copper Slab
etfuturum:cut_copper_slab:7, Waxed Oxidized Cut Copper Slab
etfuturum:deepslate_slab:0, Cobbled Deepslate Slab
etfuturum:deepslate_slab:1, Polished Deepslate Slab
etfuturum:deepslate_brick_slab:0, Deepslate Brick Slab
etfuturum:deepslate_brick_slab:1, Deepslate Tile Slab
etfuturum:netherite_stairs, Swaggiest stairs ever
etfuturum:cut_copper_stairs, Cut Copper Stairs
etfuturum:exposed_cut_copper_stairs, Exposed Cut Copper Stairs
etfuturum:weathered_cut_copper_stairs, Weathered Cut Copper Stairs
etfuturum:oxidized_cut_copper_stairs, Oxidized Cut Copper Stairs
etfuturum:waxed_cut_copper_stairs, Waxed Cut Copper Stairs
etfuturum:waxed_exposed_cut_copper_stairs, Waxed Exposed Cut Copper Stairs
etfuturum:waxed_weathered_cut_copper_stairs, Waxed Weathered Cut Copper Stairs
etfuturum:waxed_oxidized_cut_copper_stairs, Waxed Oxidized Cut Copper Stairs
etfuturum:cobbled_deepslate_stairs, Cobbled Deepslate Stairs
etfuturum:polished_deepslate_stairs, Polished Deepslate Stairs
etfuturum:deepslate_brick_stairs, Deepslate Brick Stairs
etfuturum:deepslate_tile_stairs, Deepslate Tile Stairs
etfuturum:iron_trapdoor, Iron Trapdoor
etfuturum:magma, Magma Block
etfuturum:barrel, Barrel
etfuturum:lantern, Lantern
etfuturum:smoker, Smoker
etfuturum:lit_smoker, tile.etfuturum.lit_smoker.name
etfuturum:blast_furnace, Blast Furnace
etfuturum:lit_blast_furnace, tile.etfuturum.lit_blast_furnace.name
etfuturum:shulker_box, Shulker Box
etfuturum:smithing_table, Smithing Table
etfuturum:composter, Composter
etfuturum:stonecutter, Stonecutter
etfuturum:fletching_table, Fletching Table
etfuturum:cartography_table, Cartography Table
etfuturum:loom, Loom
etfuturum:sign_spruce, tile.etfuturum.sign_spruce.name
etfuturum:wall_sign_spruce, tile.etfuturum.wall_sign_spruce.name
etfuturum:sign_birch, tile.etfuturum.sign_birch.name
etfuturum:wall_sign_birch, tile.etfuturum.wall_sign_birch.name
etfuturum:sign_jungle, tile.etfuturum.sign_jungle.name
etfuturum:wall_sign_jungle, tile.etfuturum.wall_sign_jungle.name
etfuturum:sign_acacia, tile.etfuturum.sign_acacia.name
etfuturum:wall_sign_acacia, tile.etfuturum.wall_sign_acacia.name
etfuturum:sign_dark_oak, tile.etfuturum.sign_dark_oak.name
etfuturum:wall_sign_dark_oak, tile.etfuturum.wall_sign_dark_oak.name
etfuturum:door_spruce, Spruce Door
etfuturum:door_birch, Birch Door
etfuturum:door_jungle, Jungle Door
etfuturum:door_acacia, Acacia Door
etfuturum:door_dark_oak, Dark Oak Door
etfuturum:fence_spruce, Spruce Fence
etfuturum:fence_birch, Birch Fence
etfuturum:fence_jungle, Jungle Fence
etfuturum:fence_acacia, Acacia Fence
etfuturum:fence_dark_oak, Dark Oak Fence
etfuturum:fence_gate_spruce, Spruce Fence Gate
etfuturum:fence_gate_birch, Birch Fence Gate
etfuturum:fence_gate_jungle, Jungle Fence Gate
etfuturum:fence_gate_acacia, Acacia Fence Gate
etfuturum:fence_gate_dark_oak, Dark Oak Fence Gate
etfuturum:pressure_plate_spruce, Spruce Pressure Plate
etfuturum:pressure_plate_birch, Birch Pressure Plate
etfuturum:pressure_plate_jungle, Jungle Pressure Plate
etfuturum:pressure_plate_acacia, Acacia Pressure Plate
etfuturum:pressure_plate_dark_oak, Dark Oak Pressure Plate
etfuturum:button_spruce, Spruce Button
etfuturum:button_birch, Birch Button
etfuturum:button_jungle, Jungle Button
etfuturum:button_acacia, Acacia Button
etfuturum:button_dark_oak, Dark Oak Button
etfuturum:trapdoor_spruce, Spruce Trapdoor
etfuturum:trapdoor_birch, Birch Trapdoor
etfuturum:trapdoor_jungle, Jungle Trapdoor
etfuturum:trapdoor_acacia, Acacia Trapdoor
etfuturum:trapdoor_dark_oak, Dark Oak Trapdoor
ThaumicTinkerer:platform, Ethereal Platform
ThaumicTinkerer:fireAir, Aer Imbued Fire
ThaumicTinkerer:magnet:0, Kinetic Attractor
ThaumicTinkerer:magnet:1, Corporeal Attractor
ThaumicTinkerer:travelStairs, Paving Stair of Travel
ThaumicTinkerer:fireWater, Aqua Imbued Fire
ThaumicTinkerer:funnel, Essentia Funnel
ThaumicTinkerer:nitorGas, tile.nitorGas.name
ThaumicTinkerer:travelSlab:0, Paving Slab of Travel
ThaumicTinkerer:travelSlabFull:0, Paving Slab of Travel
ThaumicTinkerer:dislocator, Transvector Dislocator
ThaumicTinkerer:enchanter, Osmotic Enchanter
ThaumicTinkerer:Levitational Locomotive Relay, Levitational Locomotive Relay
ThaumicTinkerer:animationTablet, Dynamism Tablet
ThaumicTinkerer:warpGate, Celestial Gateway
ThaumicTinkerer:repairer, Thaumic Restorer
ThaumicTinkerer:fireFire, Ignis Imbued Fire
ThaumicTinkerer:infusedGrainBlock, tile.infusedGrainBlock.name
ThaumicTinkerer:darkQuartzSlab:0, Smokey Quartz Slab
ThaumicTinkerer:darkQuartzSlabFull:0, Smokey Quartz Slab
ThaumicTinkerer:wardSlab:0, Paving Slab of Warding
ThaumicTinkerer:wardSlabFull:0, Paving Slab of Warding
ThaumicTinkerer:Levitational Locomotive, Levitational Locomotive
ThaumicTinkerer:darkQuartz:0, Block of Smokey Quartz
ThaumicTinkerer:darkQuartz:1, Chiseled Smokey Quartz Block
ThaumicTinkerer:darkQuartz:2, Pillar Smokey Quartz Block
ThaumicTinkerer:darkQuartzStairs, Smokey Quartz Stairs
ThaumicTinkerer:fireEarth, Terra Imbued Fire
ThaumicTinkerer:interface, Transvector Interface
ThaumicTinkerer:fireOrder, Ordo Imbued Fire
ThaumicTinkerer:forcefield, Forcefield
ThaumicTinkerer:gaseousLight, tile.gaseousLight.name
ThaumicTinkerer:infusedFarmland, Infused Farmland
ThaumicTinkerer:spawner, Tablet of Necromancy
ThaumicTinkerer:fireChaos, Perditio Imbued Fire
ThaumicTinkerer:gaseousShadow, tile.gaseousShadow.name
ThaumicTinkerer:bedrockPortal, Bedrock Portal
ForbiddenMagic:ArcaneCake, Thaumic Cake
ForbiddenMagic:WrathCage, Wrath Cage
ForbiddenMagic:InkFlower, Umbral Rose
ForbiddenMagic:StarBlock, Nether Star Block
ForbiddenMagic:UmbralBush, Umbral Rose Bush
ForbiddenMagic:TaintLog, Tainted Log
ForbiddenMagic:TaintPlank, Tainted Planks
ForbiddenMagic:TaintLeaves, Tainted Leaves
ForbiddenMagic:TaintSapling, Tainted Sapling
ForbiddenMagic:TaintBlock:0, Tainted Stone
ForbiddenMagic:TaintBlock:1, Tainted Stone Bricks
gadomancy:BlockStickyJar, Sticky Jar
gadomancy:BlockArcaneDropper, Arcane Dropper
gadomancy:BlockInfusionClaw, Infusion Claw
gadomancy:BlockRemoteJar, Mirrored Jar
gadomancy:BlockExtendedNodeJar, Node in a Jar
gadomancy:BlockNodeManipulator:5, Node Manipulator
gadomancy:BlockStoneMachine:0, Randomization Focus
gadomancy:BlockStoneMachine:1, Ancient Pedestal
gadomancy:BlockStoneMachine:2, Arcane Enervation Emitter
gadomancy:BlockStoneMachine:3, Redirection Focus
gadomancy:BlockStoneMachine:4, Arcane Packager
gadomancy:BlockAdditionalEldritchPortal, Eldritch Portal
gadomancy:BlockAuraPylon:0, Aura Pylon
gadomancy:BlockAuraPylon:1, Aura Pylon Peak
gadomancy:BlockKnowledgeBook, Book of Knowledge
gadomancy:BlockEssentiaCompressor, Essentia Condenser
netherlicious:CrimsonNylium:0, Crimson Nylium
netherlicious:WarpedNylium:0, Warped Nylium
netherlicious:FoxfireNylium:0, Foxfire Nylium
netherlicious:BubblingNylium, tile.BubblingNylium.name
netherlicious:SoulSoil:0, Soul Soil
netherlicious:SoulSoil:1, Soul Soil
netherlicious:SoulSoil:2, Soul Soil
netherlicious:SoulSoil:3, Soul Soil
netherlicious:SoulSoil:4, Soul Soil
netherlicious:SoulSoil:5, Soul Soil
netherlicious:SoulFarmland, Soul Farmland
netherlicious:Basalt:0, Basalt
netherlicious:Basalt:1, Polished Basalt
netherlicious:BasaltBricks:0, Basalt Bricks
netherlicious:BasaltBricks:1, Cracked Basalt Bricks
netherlicious:BasaltBricks:2, Chiseled Basalt Bricks
netherlicious:BasaltBricks:3, Polished Basalt Bricks
netherlicious:BasaltBricks:4, Cracked Polished Basalt Bricks
netherlicious:BasaltBricks:5, Chiseled Polished Basalt Bricks
netherlicious:BasaltBricks:6, Smooth Basalt
netherlicious:BasaltBricks:7, Smooth Polished Basalt
netherlicious:Blackstone:0, Blackstone
netherlicious:Blackstone:1, Polished Blackstone
netherlicious:Blackstone:2, Chiseled Polished Blackstone
netherlicious:Blackstone:3, Polished Blackstone Bricks
netherlicious:Blackstone:4, Cracked Polished Blackstone Bricks
netherlicious:Blackstone:5, Gilded Blackstone
netherlicious:Blackstone:6, Blackstone Tiles
netherlicious:Blackstone:7, Blackstone Cross
netherlicious:Blackstone:8, Blackstone Path
netherlicious:Nether_Gravel:0, Dark Gravel
netherlicious:Ash, Ash Block
netherlicious:SoulSandstone:0, Soul Sandstone
netherlicious:SoulSandstone:1, Cut Soul Sandstone
netherlicious:SoulSandstone:2, Chiseled Soul Sandstone
netherlicious:SoulSandstone:3, Smooth Soul Sandstone
netherlicious:Netherbricks:0, Cracked Nether Bricks
netherlicious:Netherbricks:1, Chiseled Nether Bricks
netherlicious:Netherbricks:2, Red Nether Bricks
netherlicious:Netherbricks:3, Cracked Red Nether Bricks
netherlicious:Netherbricks:4, Chiseled Red Nether Bricks
netherlicious:Netherbricks:5, Warped Nether Bricks
netherlicious:Netherbricks:6, Cracked Warped Nether Bricks
netherlicious:Netherbricks:7, Chiseled Warped Nether Bricks
netherlicious:Netherbricks:8, Foxfire Nether Bricks
netherlicious:Netherbricks:9, Cracked Foxfire Nether Bricks
netherlicious:Netherbricks:10, Chiseled Foxfire Nether Bricks
netherlicious:NewNetherbrick1:0, Smooth Chiseled Nether Bricks
netherlicious:NewNetherbrick1:1, Weathered Nether Bricks
netherlicious:NewNetherbrick1:2, Nether Brick Cross
netherlicious:NewNetherbrick1:3, Smooth Nether Bricks
netherlicious:NewNetherbrick1:4, Nether Brick Tiles
netherlicious:NewNetherbrick1:5, Smooth Red Chiseled Nether Bricks
netherlicious:NewNetherbrick1:6, Weathered Red Nether Bricks
netherlicious:NewNetherbrick1:7, Red Nether Brick Cross
netherlicious:NewNetherbrick1:8, Smooth Red Nether Bricks
netherlicious:NewNetherbrick1:9, Red Nether Brick Tiles
netherlicious:NewNetherbrick1:10, Smooth Warped Chiseled Nether Bricks
netherlicious:NewNetherbrick1:11, Weathered Warped Nether Bricks
netherlicious:NewNetherbrick1:12, Warped Nether Brick Cross
netherlicious:NewNetherbrick1:13, Smooth Warped Nether Bricks
netherlicious:NewNetherbrick1:14, Warped Nether Brick Tiles
netherlicious:NewNetherbrick2:0, Smooth Foxfire Chiseled Nether Bricks
netherlicious:NewNetherbrick2:1, Weathered Foxfire Nether Bricks
netherlicious:NewNetherbrick2:2, Foxfire Nether Brick Cross
netherlicious:NewNetherbrick2:3, Smooth Foxfire Nether Bricks
netherlicious:NewNetherbrick2:4, Foxfire Nether Brick Tiles
netherlicious:NewNetherbrick2:5, Black Nether Bricks
netherlicious:NewNetherbrick2:6, Cracked Black Nether Bricks
netherlicious:NewNetherbrick2:7, Chiseled Black Nether Bricks
netherlicious:NewNetherbrick2:8, Smooth Black Chiseled Nether Bricks
netherlicious:NewNetherbrick2:9, Weathered Black Nether Bricks
netherlicious:NewNetherbrick2:10, Black Nether Brick Cross
netherlicious:NewNetherbrick2:11, Smooth Black Nether Bricks
netherlicious:NewNetherbrick2:12, Black Nether Brick Tiles
netherlicious:QuartzBricks:0, Quartz Bricks
netherlicious:QuartzBricks:1, Smooth Quartz Block
netherlicious:QuartzBricks:2, Block of Void Quartz
netherlicious:QuartzBricks:3, Chiseled Void Quartz
netherlicious:QuartzBricks:4, Void Quartz Bricks
netherlicious:QuartzBricks:5, Smooth Void Quartz
netherlicious:QuartzPillar:0, Chiseled Quartz Pillar
netherlicious:QuartzPillar:1, Void Quartz Pillar
netherlicious:QuartzPillar:2, Chiseled Void Quartz Pillar
netherlicious:CryingBlackstone, Crying Blackstone
netherlicious:BoneBlock:0, Bone Block
netherlicious:BoneBlock:1, Weathered Bone Block
netherlicious:Gloomstone, Gloomstone
netherlicious:NetherGoldOre, Nether Gold Ore
netherlicious:NetherIronOre, Nether Iron Ore
netherlicious:EfrineOre:0, Efrine Ore
netherlicious:VoidQuartzOre:0, Void Quartz Ore
netherlicious:VoidQuartzOre:1, Netherrack Void Quartz Ore
netherlicious:EfrineBlock:0, Block of Efrine
netherlicious:MagmaBlock:0, Magmatic Blackstone
netherlicious:MagmaBlock:1, Magmatic Netherrack
netherlicious:ShroomLight:0, Shroomlight
netherlicious:ShroomLight:1, tile.ShroomLight_fragrant.name
netherlicious:Wartblock:0, Crimson Wart Block
netherlicious:Wartblock:1, Warped Wart Block
netherlicious:Wartblock:2, Foxfire Wart Block
netherlicious:Wartblock:3, Nether Wart Block
netherlicious:Wartblock:4, tile.Wartblock_fragrant.name
netherlicious:SporeCushion:0, Crimson Spore Cushion
netherlicious:SporeCushion:1, Warped Spore Cushion
netherlicious:SporeCushion:2, Foxfire Spore Cushion
netherlicious:NetherCrystal:0, White Nether Crystal
netherlicious:NetherCrystal:1, Blue Nether Crystal
netherlicious:NetherCrystal:2, Green Nether Crystal
netherlicious:NetherCrystal:3, Yellow Nether Crystal
netherlicious:NetherCrystal:4, Magenta Nether Crystal
netherlicious:NetherCrystal:5, Budding White Nether Crystal
netherlicious:NetherCrystal:6, Budding Blue Nether Crystal
netherlicious:NetherCrystal:7, Budding Green Nether Crystal
netherlicious:NetherCrystal:8, Budding Yellow Nether Crystal
netherlicious:NetherCrystal:9, Budding Magenta Nether Crystal
